drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB00789	Gadopentetate dimeglumine	46504878	55466
DB00790	Perindopril	46508767	107807
DB00791	Uracil mustard	46506168	6194
DB00792	Tripelennamine	46506125	5587
DB00793	Haloprogin	46504892	3561
DB00794	Primidone	46507775	4909
DB00795	Sulfasalazine	46505451	5359476
DB00796	Candesartan	46508342	2541
DB00797	Tolazoline	46505641	5504
DB00798	Gentamicin	46506523	3467
DB00799	Tazarotene	46508992	5381
DB00800	Fenoldopam	46504963	3341
DB00801	Halazepam	46508415	31640
DB00802	Alfentanil	46505618	51263
DB00803	Colistin	46505467	5311054
DB00804	Dicyclomine	46505371	3042
DB00805	Minaprine	46505380	4199
DB00806	Pentoxifylline	46505940	4740
DB00807	Proparacaine	46507960	4935
DB00808	Indapamide	46508626	3702
DB00809	Tropicamide	46505924	5593
DB00810	Biperiden	46508325	2381
DB00811	Ribavirin	46505883	37542
DB00812	Phenylbutazone	46507038	4781
DB00813	Fentanyl	46506372	3345
DB00814	Meloxicam	46506624	5281106
DB00815	Sodium lauryl sulfate
DB00816	Orciprenaline	46504464	4086
DB00817	Rosoxacin	46508469	287180
DB00818	Propofol	46504991	4943
DB00819	Acetazolamide	46504493	1986
DB00820	Tadalafil	46507646	110635
DB00821	Carprofen	46505357	2581
DB00822	Disulfiram	46506008	3117
DB00823	Ethynodiol	46506993	9270
DB00824	Enprofylline	46505790	1676
DB00825	Menthol	46506513	16666
DB00826	Natamycin	46509171	5281099
DB00827	Cinoxacin	46507547	2762
DB00828	Fosfomycin	46506665	446987
DB00829	Diazepam	46505210	3016
DB00830	Phenmetrazine	46504524	4762
DB00831	Trifluoperazine	46507961	5566
DB00832	Phensuximide	46505695	6839
DB00833	Cefaclor
DB00834	Mifepristone	46505795	55245
DB00835	Brompheniramine	46508137	6834
DB00836	Loperamide	46504591	3955
DB00837	Progabide	46506568	5361323
DB00838	Clocortolone
DB00839	Tolazamide	46505642	5503
DB00840	Hydroxypropyl cellulose
DB00841	Dobutamine	46505241	36811
DB00842	Oxazepam	46506031	4616
DB00843	Donepezil	46504803	3152
DB00844	Nalbuphine
DB00845	Clofazimine
DB00846	Flurandrenolide	46505159	15209
DB00847	Cysteamine	46507730	6058
DB00848	Levamisole	46509052	26879
DB00849	Methylphenobarbital	46505197	8271
DB00850	Perphenazine	46507058	4748
DB00851	Dacarbazine
DB00852	Pseudoephedrine	46508190	7028
DB00853	Temozolomide	46507934	5394
DB00854	Levorphanol
DB00855	Aminolevulinic acid	46506856	137
DB00856	Chlorphenesin	46504714	7697
DB00857	Terbinafine
DB00858	Drostanolone
DB00859	Penicillamine
DB00860	Prednisolone	46504847	5755
DB00861	Diflunisal	46507807	3059
DB00862	Vardenafil	46506777	110634
DB00863	Ranitidine	46505543	3001055
DB00864	Tacrolimus	46506004	445647
DB00865	Benzphetamine
DB00866	Alprenolol	46506033	2119
DB00867	Ritodrine	46505273	33572
DB00868	Benzonatate	46506376	7699
DB00869	Dorzolamide
DB00870	Suprofen	46508210	5359
DB00871	Terbutaline	46506887	5403
DB00872	Conivaptan	46504533	151171
DB00873	Loteprednol
DB00874	Guaifenesin	46508004	3516
DB00875	Flupentixol
DB00876	Eprosartan
DB00877	Sirolimus
DB00878	Chlorhexidine
DB00879	Emtricitabine	46507606	60877
DB00880	Chlorothiazide	46507032	2720
DB00881	Quinapril	46506309	54892
DB00882	Clomifene
DB00883	Isosorbide Dinitrate	46506412	6883
DB00884	Risedronate	46507526	5245
DB00885	Pemirolast	46509034	57697
DB00886	Omapatrilat	702772	126046
DB00887	Bumetanide	46508147	2471
DB00888	Mechlorethamine	46505784	4033
DB00889	Granisetron	46505137	3510
DB00890	Dienestrol
DB00891	Sulfapyridine	46506991	5336
DB00892	Oxybuprocaine	46505399	4633
DB00893	Iron Dextran
DB00894	Testolactone	46508076	13769
DB00895	Benzylpenicilloyl Polylysine
DB00896	Rimexolone	46504820	39507
DB00897	Triazolam	46509147	5556
DB00898	Ethanol	46506969	702
DB00899	Remifentanil	46504538	60815
DB00900	Didanosine	46506255	50599
DB00901	Bitolterol	46506895	35330
DB00902	Methdilazine	46505472	14677
DB00903	Ethacrynic acid	46507562	3278
DB00904	Ondansetron	46504819	4595
DB00905	Bimatoprost	46505334	5311027
DB00906	Tiagabine	46505560	60648
DB00907	Cocaine
DB00908	Quinidine	46505356	441074
DB00909	Zonisamide	46505278	5734
DB00910	Paricalcitol	46505780	5281104
DB00911	Tinidazole	46506396	5479
DB00912	Repaglinide	46508150	65981
DB00913	Anileridine	46505199	8944
DB00914	Phenformin	46505230	8249
DB00915	Amantadine
DB00916	Metronidazole	46508911	4173
DB00917	Dinoprostone	46505549	5280360
DB00918	Almotriptan	46505165	123606
DB00919	Spectinomycin	46505032	15541
DB00920	Ketotifen	46508921	3827
DB00921	Buprenorphine	46505782	40400
DB00922	Levosimendan	46507149	3033825
DB00923	Ceforanide	46504532	43507
DB00924	Cyclobenzaprine	46508313	2895
DB00925	Phenoxybenzamine	46507191	4768
DB00926	Etretinate	46504486	5282375
DB00927	Famotidine	46507397	5702160
DB00928	Azacitidine	46509032	9444
DB00929	Misoprostol	46505041	5282381
DB00930	Colesevelam
DB00931	Methacycline
DB00932	Tipranavir	46506257	65027
DB00933	Mesoridazine	46506724	4078
DB00934	Maprotiline	46508358	4011
DB00935	Oxymetazoline	46505622	4636
DB00936	Salicyclic acid	46504942	338
DB00937	Diethylpropion	46506622	7029
DB00938	Salmeterol	46508024	5152
DB00939	Meclofenamic acid	46507887	4037
DB00940	Methantheline	46505807	4097
DB00941	Hexafluronium	46507171	9434
DB00942	Cycrimine	46506736	2911
DB00943	Zalcitabine	46507879	24066
DB00944	Demecarium	46507824	5965
DB00945	Acetylsalicylic acid	46505803	2244
DB00946	Phenprocoumon
DB00947	Fulvestrant
DB00948	Mezlocillin	46506692	656511
DB00949	Felbamate	46506375	3331
DB00950	Fexofenadine	46504676	3348
DB00951	Isoniazid	46506039	3767
DB00952	Naratriptan	46507243	4440
DB00953	Rizatriptan	46506557	5078
DB00954	Dirithromycin
DB00955	Netilmicin
DB00956	Hydrocodone	46506225	5284569
DB00957	Norgestimate	46507381	6540478
DB00958	Carboplatin	46507170	38904
DB00959	Methylprednisolone	46504885	6741
DB00960	Pindolol	46508362	4828
DB00961	Mepivacaine	46507857	4062
DB00962	Zaleplon	46508267	5719
DB00963	Bromfenac	46508121	60726
DB00964	Apraclonidine	46505614	2216
DB00965	Ethiodized oil
DB00966	Telmisartan	46505370	65999
DB00967	Desloratadine	46507996	124087
DB00968	Methyldopa
DB00969	Alosetron	46506274	2099
DB00970	Dactinomycin
DB00971	Selenium Sulfide	46507535	24011
DB00972	Azelastine	46507582	2267
DB00973	Ezetimibe	46507625	150311
DB00974	Edetic Acid	46508301	6049
DB00975	Dipyridamole	46506292	3108
DB00976	Telithromycin
DB00977	Ethinyl Estradiol
DB00978	Lomefloxacin	46508499	3948
DB00979	Cyclopentolate	46504517	2905
DB00980	Ramelteon	46505923	208902
DB00981	Physostigmine	46506998	5983
DB00982	Isotretinoin
DB00983	Formoterol	46507099	3410
DB00984	Nandrolone phenpropionate	46506276	229455
DB00985	Dimenhydrinate	46504881	441281
DB00986	Glycopyrrolate	46509133	3494
DB00987	Cytarabine	46505879	6253
DB00988	Dopamine	46506043	681
DB00989	Rivastigmine	46507452	77991
DB00990	Exemestane	46508243	60198
DB00991	Oxaprozin	46506429	4614
DB00992	Methyl aminolevulinate	46507004	157922
DB00993	Azathioprine	46508252	2265
DB00994	Neomycin	46505525
DB00995	Auranofin
DB00996	Gabapentin	46506529	3446
DB00997	Doxorubicin	46507641	31703
DB00998	Frovatriptan	46506288	77992
DB00999	Hydrochlorothiazide
DB01000	Cyclacillin	46508073	19003
DB01001	Salbutamol	46505312	2083
DB01002	Levobupivacaine	46505295	92253
DB01003	Cromoglicic acid
DB01004	Ganciclovir	46507294	3454
DB01005	Hydroxyurea	46506927	3657
DB01006	Letrozole	46504610	3902
DB01007	Tioconazole	46508604	5482
DB01008	Busulfan	46506234	2478
DB01009	Ketoprofen	46505715	3825
DB01010	Edrophonium	46507530	3202
DB01011	Metyrapone	46504862	4174
DB01012	Cinacalcet	46506315	156419
DB01013	Clobetasol propionate
DB01014	Balsalazide
DB01015	Sulfamethoxazole	46508111	5329
DB01016	Glyburide	46509154	3488
DB01017	Minocycline
DB01018	Guanfacine	46506169	3519
DB01019	Bethanechol	46507707	2370
DB01020	Isosorbide Mononitrate	46506594	27661
DB01021	Trichlormethiazide	46508880	5560
DB01022	Phylloquinone
DB01023	Felodipine	46506968	3333
DB01024	Mycophenolic acid	46504559	446541
DB01025	Amlexanox	46504508	2161
DB01026	Ketoconazole
DB01028	Methoxyflurane	46508879	4116
DB01029	Irbesartan	46506575	3749
DB01030	Topotecan	46505204	60700
DB01031	Ethinamate	46507468	3284
DB01032	Probenecid	46506554	4911
DB01033	Mercaptopurine	46506988	667490
DB01034	Cerulenin	46508217	5282054
DB01035	Procainamide	46507313	4913
DB01036	Tolterodine
DB01037	Selegiline
DB01038	Carphenazine
DB01039	Fenofibrate	46507371	3339
DB01040	Hydroxystilbamidine Isethionate	46508302	16051924
DB01041	Thalidomide	46505665	5426
DB01042	Melphalan
DB01043	Memantine	46506702	4054
DB01044	Gatifloxacin	46506159	5379
DB01045	Rifampicin
DB01046	Lubiprostone	46505874	656719
DB01047	Fluocinonide	46504523	9642
DB01048	Abacavir	46505718	441300
DB01049	Ergoloid mesylate
DB01050	Ibuprofen	46507255	3672
DB01051	Novobiocin	46507250	9346
DB01053	Benzylpenicillin	46506778	5904
DB01054	Nitrendipine	46508817	4507
DB01055	Mimosine	46505895	440473
DB01056	Tocainide	46505385	38945
DB01057	Echothiophate	46505944	10547
DB01058	Praziquantel	46507082	4891
DB01059	Norfloxacin	46508634	4539
DB01060	Amoxicillin	46507578	33613
DB01061	Azlocillin
DB01062	Oxybutynin	46508005	4634
DB01063	Acetophenazine
DB01064	Isoprenaline	46507323	3779
DB01065	Melatonin	46509101	896
DB01066	Cefditoren
DB01067	Glipizide	46505865	3478
DB01068	Clonazepam	46507677	2802
DB01069	Promethazine	46507798	4927
DB01070	Dihydrotachysterol
DB01071	Mequitazine	46505779	4066
DB01072	Atazanavir	46508504	148192
DB01073	Fludarabine	46507525	30751
DB01074	Perhexiline	46504471	4746
DB01075	Diphenhydramine	46505484	3100
DB01076	Atorvastatin
DB01077	Etidronic acid	46507694	3305
DB01078	Deslanoside
DB01079	Tegaserod	46506519	5487301
DB01080	Vigabatrin	46507052	5665
DB01081	Diphenoxylate	46507130	13505
DB01082	Streptomycin	46506845	19649
DB01083	Orlistat	46508309	3034010
DB01084	Emedastine	46505109	3219
DB01085	Pilocarpine	46507475	5910
DB01086	Benzocaine	46508891	2337
DB01087	Primaquine	46508222	4908
DB01088	Iloprost	46507818	6443959
DB01089	Deserpidine	46505311	8550
DB01090	Pentolinium	46507977	5850
DB01091	Butenafine	46506191	2484
DB01092	Ouabain	46505479	439501
DB01093	Dimethyl sulfoxide	46505009	679
DB01094	Hesperetin	46507998	72281
DB01095	Fluvastatin
DB01096	Oxamniquine	46508789	4612
DB01097	Leflunomide	46506013	3899
DB01098	Rosuvastatin
DB01099	Flucytosine	46504735	3366
DB01100	Pimozide	46507096	16362
DB01101	Capecitabine	46508686	60953
DB01102	Arbutamine	46509010	60789
DB01103	Quinacrine	46507828	237
DB01104	Sertraline	46505341	68617
DB01105	Sibutramine	46507740	5210
DB01106	Levocabastine	46505909	54385
DB01107	Methyprylon	46506891	4162
DB01108	Trilostane	46507062	656583
DB01109	Heparin	46507594
DB01110	Miconazole	46506017	4189
DB01111	Colistimethate	46508586	216258
DB01112	Cefuroxime
DB01113	Papaverine	46508003	4680
DB01114	Chlorphenamine	46508253	2725
DB01115	Nifedipine	46505103	4485
DB01116	Trimethaphan	46508994	23576
DB01117	Atovaquone	46507298	74989
DB01118	Amiodarone	46507387	2157
DB01119	Diazoxide	46508027	3019
DB01120	Gliclazide
DB01121	Phenacemide	46508400	4753
DB01122	Ambenonium	46508143	2131
DB01123	Proflavine	46505401	7099
DB01124	Tolbutamide	46508421	5505
DB01125	Anisindione	46504660	2197
DB01126	Dutasteride
DB01127	Econazole	46508881	3198
DB01128	Bicalutamide	46505386	2375
DB01129	Rabeprazole	46506366	5029
DB01130	Prednicarbate	46506799	52421
DB01131	Proguanil	46506228	6178111
DB01132	Pioglitazone	46507136	4829
DB01133	Tiludronate	46505302	60937
DB01134	Desoxycorticosterone Pivalate	46506381	13126
DB01135	Doxacurium chloride	46506733	60169
DB01136	Carvedilol	46505146	2585
DB01137	Levofloxacin	46505134	149096
DB01138	Sulfinpyrazone	46504918	5342
DB01139	Cefapirin	46505227	30699
DB01140	Cefadroxil
DB01141	Micafungin	46508208	477468
DB01142	Doxepin
DB01143	Amifostine	46505305	2141
DB01144	Dichlorphenamide	46505039	3038
DB01145	Sulfoxone	46507392	5351
DB01146	Diphenylpyraline	46504936	3103
DB01147	Cloxacillin	46507109	6098
DB01148	Flavoxate	46505138	3354
DB01149	Nefazodone	46508323	4449
DB01150	Cefprozil
DB01151	Desipramine	46504624	2995
DB01152	Candicidin	46504812	441142
DB01153	Sertaconazole	46507290	65863
DB01154	Thiamylal	46506261	3032285
DB01155	Gemifloxacin
DB01156	Bupropion	46506896	444
DB01157	Trimetrexate	46505247	5583
DB01158	Bretylium	46505320	2431
DB01159	Halothane	46506589	3562
DB01160	Dinoprost Tromethamine	46509164	5282415
DB01161	Chloroprocaine	46508245	8612
DB01162	Terazosin	46509129	5401
DB01163	Amdinocillin
DB01164	Calcium Chloride	46507257	5284359
DB01165	Ofloxacin	46507574	4583
DB01166	Cilostazol	46506317	2754
DB01167	Itraconazole	46505954	55283
DB01168	Procarbazine	46507706	4915
DB01169	Arsenic trioxide	46506448	518740
DB01170	Guanethidine	46507567	3518
DB01171	Moclobemide	46504667	4235
DB01172	Kanamycin	46508178	6032
DB01173	Orphenadrine	46506085	4601
DB01174	Phenobarbital	46505776	4763
DB01175	Escitalopram	46507040	146570
DB01176	Cyclizine	46506232	6726
DB01177	Idarubicin	46506973	42890
DB01178	Chlormezanone	46505352	2717
DB01179	Podofilox	46505716	10607
DB01180	Rescinnamine	46507786	5280954
DB01181	Ifosfamide	46508335	3690
DB01182	Propafenone	46504529	4932
DB01183	Naloxone	46508816	5284596
DB01184	Domperidone	46508314	3151
DB01185	Fluoxymesterone	46508867	6446
DB01186	Pergolide	46507604	47811
DB01187	Iophendylate	46508391	3037234
DB01188	Ciclopirox	46506333	2749
DB01189	Desflurane	46505270	42113
DB01190	Clindamycin	46506073	29029
DB01191	Dexfenfluramine
DB01192	Oxymorphone	46505296	5284604
DB01193	Acebutolol	46509113	1978
DB01194	Brinzolamide	46507071	68844
DB01195	Flecainide	46508078	3356
DB01196	Estramustine
DB01197	Captopril	46506879	44093
DB01198	Zopiclone	46505233	5735
DB01199	Tubocurarine	46505279	6000
DB01200	Bromocriptine	46505504	31101
DB01201	Rifapentine	46507322	6323497
DB01202	Levetiracetam	46508406	441341
DB01203	Nadolol	46505509	39147
DB01204	Mitoxantrone	46504608	4212
DB01205	Flumazenil	46507438	3373
DB01206	Lomustine	46506562	3950
DB01207	Ridogrel	46506774	5362391
DB01208	Sparfloxacin	46506453	60464
DB01209	Dezocine
DB01210	Levobunolol	46507518	39468
DB01211	Clarithromycin
DB01212	Ceftriaxone	46506458	5479530
DB01213	Fomepizole	46508566	3406
DB01214	Metipranolol	46505935	31477
DB01215	Estazolam	46507430	3261
DB01216	Finasteride	46507645	57363
DB01217	Anastrozole	46504987	2187
DB01218	Halofantrine	46506753	37393
DB01219	Dantrolene
DB01220	Rifaximin	46508705	6436173
DB01221	Ketamine	46508295	3821
DB01222	Budesonide
DB01223	Aminophylline	46508784	9433
DB01224	Quetiapine	46504800	5002
DB01225	Enoxaparin	46507450	772
DB01226	Mivacurium	46505071	5281042
DB01227	Levomethadyl Acetate	46507749	15130
DB01228	Encainide
DB01229	Paclitaxel	46506910	36314
DB01230	Pemoline	46509085	4723
DB01231	Diphenidol	46506486	3055
DB01232	Saquinavir	46508726	60787
DB01233	Metoclopramide	46505631	4168
DB01234	Dexamethasone	46508930	5743
DB01235	L-DOPA	46508120	6047
DB01236	Sevoflurane	46508591	5206
DB01237	Bromodiphenhydramine	46506082	2444
DB01238	Aripiprazole	46505745	60795
DB01239	Chlorprothixene
DB01240	Epoprostenol	46507362	5282411
DB01241	Gemfibrozil	46508264	3463
DB01242	Clomipramine
DB01243	Chloroxine	46508620	2722
DB01244	Bepridil	46506353	2351
DB01245	Decamethonium	46507737	2968
DB01246	Alimemazine	46508449	5574
DB01247	Isocarboxazid	46505330	3759
DB01248	Docetaxel	46506766	148124
DB01249	Iodixanol	46504687	3724
DB01250	Olsalazine	46506356	6003770
DB01251	Gliquidone	46508425	91610
DB01252	Mitiglinide	46506527	3047758
DB01253	Ergonovine	46506922	443884
DB01254	Dasatinib	46505143	3062316
DB01255	Lisdexamfetamine	46505358	11597698
DB01256	Retapamulin
DB01257	Eculizumab
DB01258	Aliskiren	46507474	5493444
DB01259	Lapatinib	46507141	208908
DB01260	Desonide	46506186	5311066
DB01261	Sitagliptin	46505822	4369359
DB01262	Decitabine	46505657	451668
DB01263	Posaconazole	46508639	147912
DB01264	Darunavir	46506908	213039
DB01265	Telbivudine	46508706	159269
DB01266	Kunecatechins
DB01267	Paliperidone	46506296	115237
DB01268	Sunitinib	46507140	5329102
DB01269	Panitumumab
DB01270	Ranibizumab
DB01271	Idursulfase
DB01272	Alglucosidase alfa
DB01273	Varenicline	46505502	5310966
DB01274	Arformoterol	46506392	3083544
DB01275	Hydralazine	46507533	3637
DB01276	Exenatide
DB01277	Mecasermin
DB01278	Pramlintide
DB01279	Galsulfase
DB01280	Nelarabine	46506325	3011155
DB01281	Abatacept
DB01282	Carbetocin
DB01283	Lumiracoxib
DB01284	Cosyntropin
DB01285	Corticotropin
DB01288	Fenoterol	46509099	3343
DB01289	Glisoxepide	46508780	32778
DB01291	Pirbuterol	46506379	4845
DB01294	Bismuth Subsalicylate	46507128	16682734
DB01295	Bevantolol	46506014	2372
DB01296	Glucosamine	46506420	439213
DB01297	Practolol
DB01298	Sulfacytine	46505483	5322
DB01299	Sulfadoxine	46507915	17134
DB01301	Rolitetracycline	46507805	5282179
DB01303	Oxtriphylline	46507376	656652
DB01306	Insulin Aspart
DB01307	Insulin Detemir
DB01309	Insulin Glulisine
DB01319	Fosamprenavir	46504901	131536
DB01320	Fosphenytoin	46505168	56339
DB01321	Josamycin	46505431	5282165
DB01322	Kava	46505711	5281052
DB01323	St. John's Wort
DB01324	Polythiazide	46508633	4870
DB01325	Quinethazone	46507280	6307
DB01326	Cefamandole	46508882	456255
DB01327	Cefazolin
DB01328	Cefonicid
DB01329	Cefoperazone	46504543	44185
DB01330	Cefotetan
DB01331	Cefoxitin	46505845	441199
DB01332	Ceftizoxime	46505647	6533629
DB01333	Cefradine	46505082	38103
DB01336	Metocurine	46508044	21233
DB01337	Pancuronium	46506118	441289
DB01338	Pipecuronium	46508493	50192
DB01339	Vecuronium	46507656	39765
DB01340	Cilazapril
DB01341	Dihydroquinidine barbiturate
DB01342	Forasartan	46505698	132706
DB01344	Polystyrene sulfonate	46507832	169893
DB01345	Potassium
DB01346	Quinidine barbiturate
DB01347	Saprisartan	46508176	60921
DB01348	Spirapril	46506126	5311447
DB01349	Tasosartan	46504809	60919
DB01351	Amobarbital	46508165	2164
DB01352	Aprobarbital	46504558	6464
DB01353	Butethal	46508397	6473
DB01354	Heptabarbital	46508321	10518
DB01355	Hexobarbital
DB01356	Lithium	46505392	28486
DB01357	Mestranol
DB01359	Penbutolol	46504929	37464
DB01361	Troleandomycin	46508062	202225
DB01362	Iohexol	46506178	3730
DB01363	Ephedra
DB01364	Ephedrine	46507538	9294
DB01365	Mephentermine	46505918	3677
DB01366	Procaterol	46507907	688561
DB01367	Rasagiline	46506045	3052776
DB01369	Quinupristin
DB01370	Aluminium	46504765	5359268
DB01373	Calcium
DB01375	Dihydroxyaluminium	46505934	18502861
DB01377	Magnesium oxide	46504815	14792
DB01378	Magnesium	46508750	888
DB01380	Cortisone acetate	46508852	5745
DB01381	Ginkgo biloba
DB01382	Glycodiazine	46507076	9565
DB01384	Paramethasone	46504651	5875
DB01388	Mibefradil	46504498	60663
DB01390	Sodium bicarbonate	46507049	516892
DB01392	Yohimbine	46504602	8969
DB01393	Bezafibrate	46509188	39042
DB01394	Colchicine
DB01395	Drospirenone	46507653	68873
DB01396	Digitoxin	46506035	441207
DB01397	Magnesium salicylate
DB01398	Salicylate-sodium
DB01399	Salsalate	46506882	5161
DB01400	Neostigmine	46509161	4456
DB01401	Trisalicylate-choline
DB01403	Methotrimeprazine	46507223	72287
DB01404	Ginseng
DB01405	Temafloxacin	46508032	60021
DB01406	Danazol	46506475	28417
DB01407	Clenbuterol	46508373	2783
DB01408	Bambuterol	46505785	54766
DB01409	Tiotropium	46504448	3086654
DB01410	Ciclesonide	46508553	444033
DB01411	Pranlukast	46508129	115100
DB01412	Theobromine	46508574	5429
DB01413	Cefepime	46507919	5479537
DB01414	Cefacetrile	46504767	91562
DB01415	Ceftibuten	46507324	5282242
DB01416	Cefpodoxime	46504897	6335986
DB01418	Acenocoumarol
DB01419	Antrafenine	46507354	68723
DB01420	Testosterone Propionate	46508693	5995
DB01421	Paromomycin	46505391	165580
DB01422	Nitroxoline	46505497	19910
DB01423	Stepronin	46507364	54120
DB01424	Aminophenazone	46504975	6009
DB01425	Alizapride	46505555	43008
DB01426	Ajmaline
DB01427	Amrinone	46504647	3698
DB01428	Oxybenzone	46508419	4632
DB01429	Aprindine	46505478	2218
DB01430	Almitrine	46505517	33887
DB01431	Allylestrenol	46506946	235905
DB01432	Cholestyramine
DB01433	Methadyl Acetate	46505532	10517
DB01434	19-norandrostenedione	46505377	92834
DB01435	Antipyrine	46505216	2206
DB01436	Alfacalcidol	46505115	5282181
DB01437	Glutethimide	46506283	3487
DB01438	Phenazopyridine	46507962	4756
DB01439	3-Methylthiofentanyl	46506995	62296
DB01440	Gamma Hydroxybutyric Acid	46507548	3037032
DB01441	5-Methoxy-N,N-diisopropyltryptamine	46506676	151182
DB01442	MMDA	46506802	26175
DB01443	19-Nor-5-androstenedione
DB01444	Dimethylthiambutene	46505069	10668
DB01445	Bufotenine	46507174	10257
DB01446	Alpha-methyltryptamine	46507024	9287
DB01447	4-Methylaminorex	46508135	92196
DB01448	19-Nor-4-androstenedione
DB01450	Dihydroetorphine	46507682	107765
DB01451	1-Androstenedione
DB01452	Heroin	46506839	5462328
DB01453	Beta-hydroxyfentanyl	46505363	62278
DB01454	3,4-Methylenedioxymethamphetamine	46506404	1615
DB01455	19-Nor-5-androstenediol
DB01456	5-androstenedione
DB01458	2,5-Dimethoxy-4-(n)-propylthiophenethylamine
DB01459	Bezitramide	46505037	61791
DB01460	Diethyltryptamine	46504638	6090
DB01461	Dimenoxadol	46506064	17036
DB01462	Etonitazene	46508885	13493
DB01463	Fencamfamine	46508161	14584
DB01464	Furethidine	46506907	61306
